,0
993,simon ahi amlo unas tabaqueras cuida ovidio guzman loera
994,plan c claudia
995,arriba claudia sheimbaun
996,gusta fondo colores morena xochil aunque botaron vista seda
997,vaya hacer denuncia usa acompanado manuel bartlett
998,millon morena
999,viva claudia
1000,investigacion determino manera concluyente si lopez obrador habia aprobado siquiera sabido donaciones tim golden
1001,si estan morena
1002,entonces sigas morena sigan dando mas morena
1003,si morena gusta usted senor gatos
1004,bien supiste morena gusta mas
1005,si separa mas seguidor morena
1006,asi estan morena recibiendo aplaudiendo priistas pianistas cambian morena
1007,entonces vota morena si estan alli y punto
1008,jajajaja amo aqui
1009,si mejor morena acuerdo robo haciendo
1010,claudia morena mejor mejor
1011,vamos claudia
1012,vamos claudia rival
1013,tenia dudas voto claudia
1014,claudia presidenta
1015,claudia plan
1016,morena millon voto morena
1017,luches dejalos ahi seuqedaron mas lacras enpezando hombre alito moreno bola ratas
1018,vamos claudia
1019,seguimos plan c vamos transformacion
1020,claudia presidenta
1021,vamos morena
1022,plan voto maximo morena
1023,claudia presidenta
1024,doctora claudia
1025,arriba claudia
1026,acuerdo contigo xochil voto claudia
1027,claudia presidente
1028,viva claudia vas ganar claudia
1029,estrategia seguridad hace dias decias estrategia servira ahora reconoces vamos claudia
1030,convences vamos claudia
1031,claudia voto masivo x morena saquemos partidos vez
1032,claudia mejor
1033,querido presi alejandro moreno quieres quien entiende
1034,ningun lado idolatras morena votado
1035,puro claudia
1036,claudia preparada estudiada apta representar mexico presidenta
1037,lopez vio mexico enriquecerse toda familia
1038,vamos claudia sheinbaum
1039,gracias informacion tomo decision votar morena
1040,mejor presidente andres manuel apoyando apoyos becas dan mayores mas mejor presidente mexico
1041,amlo vivaaaaaaa
1042,claudia proxima presidenta morena millon
1043,clan lopez la responsable caida metro la titere extranjera excelentes argumentos voto claudia sheinbaum pardo
1044,ay sra xochitl usted pendiente partido contrario ke usted ganarse pueblo x convencio votar x morena vamos dr claudia vamos ganar
1045,primero lopez hijos rey cash
1046,todo nuestro apollo a morena
1047,claudia presidenta
1048,viva transformacion
1049,arriba claudia
1050,conferencia verdad amor amlo habla propuestas votar ella
1051,claudia presidenta
1052,si arriba morena
1053,viva claudia
1054,vamos morena
1055,claudia presidenta
1056,plan claudia presidenta
1057,arriba morena
1058,claudia presidenta
1059,listos votar claudia
1060,lista apoyar claudia sheinbaum
1061,apoyan morena comunistas
1062,listo votar claudia
1063,tambien voy claudicar da confianza todas personas estan atras xochitl
1064,junta padres familia
1065,claudia presidenta
1066,listisimo votar claudia
1067,convencio voto claudia sheinbaum pardo
1068,arriba morena arriba claudia uxpanapa veracruz
1069,lista votar claudia
1070,viva claudia morena
1071,vamos claudia
1072,solo espero boleta claudia
1073,correcto claudicaremos pugnaremos claudia presidenta
1074,si patria nesicita x q votar x morena
1075,dra claudia shenbau
1076,esperanza listo claudia
1077,jovenes claudia claudia vamos claudicar go go go
1078,claudia proxima presidenta
1079,viva claudia presidenta
1080,mirena patron riendose
1081,arriba claudia arriba morena
1082,si ban arreglar pais ase anos morena adelante claudia
1083,papas panistas aun recuerdo tenian esperanza q pan cambio fox salio igual morena cambio realy tangible
1084,claudia viva viva
1085,voto claudia sheinbaum
1086,listos elegir mejor gobierno claudia
1087,claudia sheinbaum pardo morena voto usted
1088,arriba morena
1089,arriba claudia morena
1090,quieren ellos morena demostrado cambios positivos
1091,explico hacian partidos segun hace morena
1092,amlo pri viejo sequito
1093,doctora claudia mejor opcion
1094,mejor opcion claudia sheinbaum presidenta mexico
1095,claudia presidente
1096,proxima eleccion ganara claudia vamos morena ciudadanos pueblo mexicanos
1097,morena sinonimo corrupcion muerte
1098,morena sinonimo corrupcion muerte
1099,morena fallido
1100,viva claudia morena
1101,gracias xochitl voto morena
1102,viva viva morena
1103,viva morena
1104,morena sinonimo corrupcion muerte
1105,vamos claudia
1106,claudia vamos
1107,viva claudia proxima presidenta morena millon
1108,arriba morena
1109,vamos morena
1110,viva morena
1111,morena sinonimo corrupcion
1112,morena quiere pueblo da razon sr
1113,obvio morena
1114,viva claudia voto masivo
1115,pues sabe voy claudia morena
1116,arriba morena
1117,voto masivo morena
1118,arriba morena mc
1119,claudia claudia
1120,arriba morena
1121,bueno alegren ver candidata alegra xochitl galvez haga posible impulsar presidencia claudia sheinbaum pardo hace dice
1122,igual claudia
1123,claudia presidenta
1124,claudia presidente
1125,claudia sheinbaum pardo
1126,cara pobre ahora da risa todo cree millon votos hizo amlo millones
1127,si levantamos mano claudia pura
1128,claudia presidenta
1129,candidatura ciudadana contrato gobernador coahuila pos si
1130,viva claudia
1131,doctora claudia presidenta
1132,claudio x gonzalez
1133,claudia presidenta
1134,arriba morena
1135,creo si modo dura bastante si amlo creo aguante semana
1136,dijo lopez doriga
1137,facil miedo segun llego loco obrador hecho ex presidentes
1138,si iba alguien nombre morena calumniarian presidente mando ciudadanos podemos recordarle asta mama
1139,si gracias morena ba arrasar
1140,creo claudia voto asi familia votaremos
1141,llocreo claudia
1142,asi doctora claudia apoyo total
1143,viva claudia
1144,claudia planc
1145,claudia mexico
1146,mayoria morena importa k digan
1147,vamos claudia presidenta
1148,grande claudia amas nacion gente buena mexicana viva morena
1149,claudia gano
1150,vamos claudia
1151,adelante claudia
1152,claudia liderazgo va arrasar dos candidatos
1153,nuevo pri morena
1154,claudia sheinbaum pardo proxima presidenta mexico
1155,simplemente claudia competencia asi ganado
1156,doctora claudia sheinbaum presidenta
1157,claudia inteligente habla ingles encontrado cosas contra mas quieren vamos morena
1158,claudia sheinbaum pardo obviamente
1159,claudia continuidad
1160,voy claudia
1161,vamos claudia
1162,tambien voy claudia
1163,claudia ganara
1164,ojala claudia sepa internet cosas
1165,obviamente claudia
1166,qe represente mexico nesesita dama vufon circo vamos claudia millones apollamos
1167,ganar claudia
1168,vamos claudia voto masivo
1169,va hacer polvo claudia
1170,dudo supere candidato mc hablar claudia hahahaha
1171,podrias mostrarme pruebas sheimbaum compro autoria dichos articulos gracias
1172,pues si gano obrador licenciado tardo anos graduarse puede esperar
1173,claudia sheinbaum pardo
